"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sf36_9b,sf_36,,radio,"b. Har du været meget nervøs?","1,Hele tiden|2,Det meste af tiden|3,En hel del af tiden|4,Noget af tiden|5,Lidt af tiden|6,På intet tidspunkt",,,,,,,y,,,sf36_9,,
sf36_9c,sf_36,,radio,"c. Har du været så langt nede, at intet kunne opmuntre dig?","1,Hele tiden|2,Det meste af tiden|3,En hel del af tiden|4,Noget af tiden|5,Lidt af tiden|6,På intet tidspunkt",,,,,,,y,,,sf36_9,,
sf36_9d,sf_36,,radio,"d. Har du følt dig rolig og afslappet?","1,Hele tiden|2,Det meste af tiden|3,En hel del af tiden|4,Noget af tiden|5,Lidt af tiden|6,På intet tidspunkt",,,,,,,y,,,sf36_9,,
sf36_9e,sf_36,,radio,"e. Har du været fuld af energi?","1,Hele tiden|2,Det meste af tiden|3,En hel del af tiden|4,Noget af tiden|5,Lidt af tiden|6,På intet tidspunkt",,,,,,,y,,,sf36_9,,
sf36_9f,sf_36,,radio,"f. Har du følt dig trist til mode?","1,Hele tiden|2,Det meste af tiden|3,En hel del af tiden|4,Noget af tiden|5,Lidt af tiden|6,På intet tidspunkt",,,,,,,y,,,sf36_9,,
sf36_9g,sf_36,,radio,"g. Har du følt dig udslidt?","1,Hele tiden|2,Det meste af tiden|3,En hel del af tiden|4,Noget af tiden|5,Lidt af tiden|6,På intet tidspunkt",,,,,,,y,,,sf36_9,,
sf36_9h,sf_36,,radio,"h. Har du været glad og tilfreds?","1,Hele tiden|2,Det meste af tiden|3,En hel del af tiden|4,Noget af tiden|5,Lidt af tiden|6,På intet tidspunkt",,,,,,,y,,,sf36_9,,
sf36_9i,sf_36,,radio,"i. Har du følt dig træt?","1,Hele tiden|2,Det meste af tiden|3,En hel del af tiden|4,Noget af tiden|5,Lidt af tiden|6,På intet tidspunkt",,,,,,,y,,,sf36_9,,
sf36_10,sf_36,10,radio,"Inden for de sidste 4 uger, hvor stor en del af tiden har dit fysiske helbred eller følelsesmæssige problemer gjort det vanskeligt at se andre mennesker (f.eks.besøge venner, slægtninge osv.)?","1, Hele tiden | 2, Det meste af tiden | 3, En hel del af tiden | 4, Noget af tiden | 5, Lidt af tiden | 6, På intet tidspunkt",,,,,,,y,,,,,
sf36_11a,sf_36,"11. Hvor RIGTIGE eller FORKERTE er de følgende udsagn for dit vedkommende?",radio,"a. Jeg bliver nok lidt lettere syg end andre","1,Helt rigtigt|2,Overvejende rigtigt|3,Ved ikke|4,Overvejende forkert|5,Helt forkert",,,,,,,y,,,sf36_11,,
sf36_11b,sf_36,,radio,"b. Jeg er lige så rask som enhver anden, jeg kender","1,Helt rigtigt|2,Overvejende rigtigt|3,Ved ikke|4,Overvejende forkert|5,Helt forkert",,,,,,,y,,,sf36_11,,
sf36_11c,sf_36,,radio,"c. Jeg forventer, at mit helbred bliver dårligere","1,Helt rigtigt|2,Overvejende rigtigt|3,Ved ikke|4,Overvejende forkert|5,Helt forkert",,,,,,,y,,,sf36_11,,
sf36_11d,sf_36,,radio,"d. Mit helbred er fremragende","1,Helt rigtigt|2,Overvejende rigtigt|3,Ved ikke|4,Overvejende forkert|5,Helt forkert",,,,,,,y,,,sf36_11,,
bipq_1,bipq,"Ved hvert spørgsmål bedes du venligst markere det tal, som stemmer bedst overens med din oplevelse:",radio,"1. Hvor meget påvirker din MS(Multipel Sclerose) dit liv?","0, 0 Slet ingen påvirkning | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10  Alvorlig påvirkning",,,,,,,y,,,,,
bipq_2,bipq,,radio,"2. Hvor lang tid tror du, at du vil være syg med MS? ","0, 0 Meget kort tid | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Altid",,,,,,,y,,,,,
bipq_3,bipq,,radio,"3. Føler du, at du har kontrol over din MS?","0, 0 Ingen kontrol overhovedet | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Meget stor kontrol",,,,,,,y,,,,,
bipq_4,bipq,,radio,"4. Tror du behandlingen kan indvirke positivt på din MS?","0, 0 Nej, slet ikke | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Ja, i høj grad",,,,,,,y,,,,,
bipq_5,bipq,,radio,"5. I hvor høj grad oplever du symptomer pga. din MS?","0, 0 Slet ingen symptomer | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Mange alvorlige symptomer",,,,,,,y,,,,,
bipq_6,bipq,,radio,"6. Er du bekymret over din MS?","0, 0 Slet ikke bekymret | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Meget bekymret",,,,,,,y,,,,,
bipq_7,bipq,,radio,"7. Føler du, at du forstår din MS?","0, 0 Forstår den slet ikke | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Forstår den meget klart",,,,,,,y,,,,,
bipq_8,bipq,,radio,"8. Påvirker din MS dig følelsesmæssigt? (Dvs. gør den dig vred, bange, urolig ellerdeprimeret?) ","0, 0 Slet ingen påvirkning | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Meget stor påvirkning",,,,,,,y,,,,,
csri_1_1a,csri,"1. Har du i løbet af de sidste 3 måneder benyttet dig af en:",radio,"Almen praktiserende læge","0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1b,csri,,radio,Neurolog,"0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1c,csri,,radio,Psykiater,"0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1d,csri,,radio,"Anden læge(hvilket speciale?)","0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1e,csri,,radio,Hjemmesygeplejerske,"0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1f,csri,,radio,Farmaceut,"0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1g,csri,,radio,Psykolog/Psykoterapeut,"0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1h,csri,,radio,Fysioterapeut,"0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1i,csri,,radio,Socialrådgiver,"0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1j,csri,,radio,"Ansat i distriktspsykiatrien","0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1k,csri,,radio,Akupunktør,"0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1l,csri,,radio,Osteopat,"0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1m,csri,,radio,Homeopat/Phytoterapeut(plantemedicin),"0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1n,csri,,radio,Ergoterapeut,"0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1o,csri,,radio,"Anden plejegiver","0,Nej|1,Ja","Angiv kun en-til-en kontakter her.",,,,,,y,,,csri_1_1,,
csri_1_1d2,csri,,text,"Angiv venligst behandlingen fra anden læge",,,,,,,"[csri_1_1d]=""1""",y,,,,,
csri_1_1o2,csri,,text,"Angiv venligst behandlingen fra anden plejegiver",,,,,,,"[csri_1_1o]=""1""",y,,,,,
csri_1_5a,csri,"1. Hvor mange gange har du haft en MS relateret henvendelse i de sidste 6 måneder med en:",text,"Almen praktiserende læge",,,,,,,"([csri_1_2a]=0 or [csri_1_2a]="""") and ([csri_1_3a]=0 or [csri_1_3a]="""") and [csri_1_1a]=""1""",y,,,,,
csri_1_5b,csri,,text,Neurolog,,,,,,,"([csri_1_2b]=0 or [csri_1_2b]="""") and ([csri_1_3b]=0 or [csri_1_3b]="""") and [csri_1_1b]=""1""",y,,,,,
csri_1_5c,csri,,text,Psykiater,,,,,,,"([csri_1_2c]=0 or [csri_1_2c]="""") and ([csri_1_3c]=0 or [csri_1_3c]="""") and [csri_1_1c]=""1""",y,,,,,
csri_1_5d,csri,,text,"Anden læge(specificér)",,,,,,,"([csri_1_2d]=0 or [csri_1_2d]="""") and ([csri_1_3d]=0 or [csri_1_3d]="""") and [csri_1_1d]=""1""",y,,,,,
csri_1_5e,csri,,text,Hjemmesygeplejerske,,,,,,,"([csri_1_2e]=0 or [csri_1_2e]="""") and ([csri_1_3e]=0 or [csri_1_3e]="""") and [csri_1_1e]=""1""",y,,,,,
csri_1_5f,csri,,text,Farmaceut,,,,,,,"([csri_1_2f]=0 or [csri_1_2f]="""") and ([csri_1_3f]=0 or [csri_1_3f]="""") and [csri_1_1f]=""1""",y,,,,,
csri_1_5g,csri,,text,Psykolog/Psykoterapeut,,,,,,,"([csri_1_2g]=0 or [csri_1_2g]="""") and ([csri_1_3g]=0 or [csri_1_3g]="""") and [csri_1_1g]=""1""",y,,,,,
csri_1_5h,csri,,text,Fysioterapeut,,,,,,,"([csri_1_2h]=0 or [csri_1_2h]="""") and ([csri_1_3h]=0 or [csri_1_3h]="""") and [csri_1_1h]=""1""",y,,,,,
csri_1_5i,csri,,text,Socialrådgiver,,,,,,,"([csri_1_2i]=0 or [csri_1_2i]="""") and ([csri_1_3i]=0 or [csri_1_3i]="""") and [csri_1_1i]=""1""",y,,,,,
csri_1_5j,csri,,text,"Ansat i distriktspsykiatrien",,,,,,,"([csri_1_2j]=0 or [csri_1_2j]="""") and ([csri_1_3j]=0 or [csri_1_3j]="""") and [csri_1_1j]=""1""",y,,,,,
csri_1_5k,csri,,text,Akupunktør,,,,,,,"([csri_1_2k]=0 or [csri_1_2k]="""") and ([csri_1_3k]=0 or [csri_1_3k]="""") and [csri_1_1k]=""1""",y,,,,,
csri_1_5l,csri,,text,Osteopat,,,,,,,"([csri_1_2l]=0 or [csri_1_2l]="""") and ([csri_1_3l]=0 or [csri_1_3l]="""") and [csri_1_1l]=""1""",y,,,,,
csri_1_5m,csri,,text,Homeopat/Phytoterapeut(plantemedicin),,,,,,,"([csri_1_2m]=0 or [csri_1_2m]="""") and ([csri_1_3m]=0 or [csri_1_3m]="""") and [csri_1_1m]=""1""",y,,,,,
csri_1_5n,csri,,text,Ergoterapeut,,,,,,,"([csri_1_2n]=0 or [csri_1_2n]="""") and ([csri_1_3n]=0 or [csri_1_3n]="""") and [csri_1_1n]=""1""",y,,,,,
csri_1_5o,csri,,text,"Anden plejegiver",,,,,,,"([csri_1_2o]=0 or [csri_1_2o]="""") and ([csri_1_3o]=0 or [csri_1_3o]="""") and [csri_1_1o]=""1""",y,,,,,
csri_1_2a,csri,"1. Hvor mange gange har du haft en DEPRESSIONS relateret henvendelse i de sidste 6 måneder med en:",text,"Almen praktiserende læge",,,integer,,,,"[csri_1_1a]=""1""",y,,,,,
csri_1_2b,csri,,text,Neurolog,,,integer,,,,"[csri_1_1b]=""1""",y,,,,,
csri_1_2c,csri,,text,Psykiater,,,integer,,,,"[csri_1_1c]=""1""",y,,,,,
csri_1_2d,csri,,text,"Anden læge(specificér)",,,integer,,,,"[csri_1_1d]=""1""",y,,,,,
csri_1_2e,csri,,text,Hjemmesygeplejerske,,,integer,,,,"[csri_1_1e]=""1""",y,,,,,
csri_1_2f,csri,,text,Farmaceut,,,integer,,,,"[csri_1_1f]=""1""",y,,,,,
csri_1_2g,csri,,text,Psykolog/Psykoterapeut,,,integer,,,,"[csri_1_1g]=""1""",y,,,,,
csri_1_2h,csri,,text,Fysioterapeut,,,integer,,,,"[csri_1_1h]=""1""",y,,,,,
csri_1_2i,csri,,text,Socialrådgiver,,,integer,,,,"[csri_1_1i]=""1""",y,,,,,
csri_1_2j,csri,,text,"Ansat i distriktspsykiatrien",,,integer,,,,"[csri_1_1j]=""1""",y,,,,,
csri_1_2k,csri,,text,Akupunktør,,,integer,,,,"[csri_1_1k]=""1""",y,,,,,
csri_1_2l,csri,,text,Osteopat,,,integer,,,,"[csri_1_1l]=""1""",y,,,,,
csri_1_2m,csri,,text,Homeopat/Phytoterapeut(plantemedicin),,,integer,,,,"[csri_1_1m]=""1""",y,,,,,
csri_1_2n,csri,,text,Ergoterapeut,,,integer,,,,"[csri_1_1n]=""1""",y,,,,,
csri_1_2o,csri,,text,"Anden plejegiver",,,integer,,,,"[csri_1_1o]=""1""",y,,,,,
csri_1_3a,csri,"1. Hvor mange gange har du haft en IKKE-DEPRESSIONS/IKKE-MS relateret henvendelse i de sidste 6 måneder med en:",text,"Almen praktiserende læge",,,integer,,,,"([csri_1_2a]=0 or [csri_1_2a]="""") and [csri_1_1a]=""1""",y,,,,,
csri_1_3b,csri,,text,Neurolog,,,integer,,,,"([csri_1_2b]=0 or [csri_1_2b]="""") and [csri_1_1b]=""1""",y,,,,,
csri_1_3c,csri,,text,Psykiater,,,integer,,,,"([csri_1_2c]=0 or [csri_1_2c]="""") and [csri_1_1c]=""1""",y,,,,,
csri_1_3d,csri,,text,"Anden læge(specificér)",,,integer,,,,"([csri_1_2d]=0 or [csri_1_2d]="""") and [csri_1_1d]=""1""",y,,,,,
csri_1_3e,csri,,text,Hjemmesygeplejerske,,,integer,,,,"([csri_1_2e]=0 or [csri_1_2e]="""") and [csri_1_1e]=""1""",y,,,,,
csri_1_3f,csri,,text,Farmaceut,,,integer,,,,"([csri_1_2f]=0 or [csri_1_2f]="""") and [csri_1_1f]=""1""",y,,,,,
csri_1_3g,csri,,text,Psykolog/Psykoterapeut,,,integer,,,,"([csri_1_2g]=0 or [csri_1_2g]="""") and [csri_1_1g]=""1""",y,,,,,
csri_1_3h,csri,,text,Fysioterapeut,,,integer,,,,"([csri_1_2h]=0 or [csri_1_2h]="""") and [csri_1_1h]=""1""",y,,,,,
csri_1_3i,csri,,text,Socialrådgiver,,,integer,,,,"([csri_1_2i]=0 or [csri_1_2i]="""") and [csri_1_1i]=""1""",y,,,,,
csri_1_3j,csri,,text,"Ansat i distriktspsykiatrien",,,integer,,,,"([csri_1_2j]=0 or [csri_1_2j]="""") and [csri_1_1j]=""1""",y,,,,,
csri_1_3k,csri,,text,Akupunktør,,,integer,,,,"([csri_1_2k]=0 or [csri_1_2k]="""") and [csri_1_1k]=""1""",y,,,,,
csri_1_3l,csri,,text,Osteopat,,,integer,,,,"([csri_1_2l]=0 or [csri_1_2l]="""") and [csri_1_1l]=""1""",y,,,,,
csri_1_3m,csri,,text,Homeopat/Phytoterapeut(plantemedicin),,,integer,,,,"([csri_1_2m]=0 or [csri_1_2m]="""") and [csri_1_1m]=""1""",y,,,,,
csri_1_3n,csri,,text,Ergoterapeut,,,integer,,,,"([csri_1_2n]=0 or [csri_1_2n]="""") and [csri_1_1n]=""1""",y,,,,,
csri_1_3o,csri,,text,"Anden plejegiver",,,integer,,,,"([csri_1_2o]=0 or [csri_1_2o]="""") and [csri_1_1o]=""1""",y,,,,,
csri_1_4a,csri,"1. Hvad var den gennemsnitlige varighed af din henvendelse (i minutter) med en:",text,"Almen praktiserende læge",,,integer,,,,"([csri_1_2a]>0 or [csri_1_3a]>0 or [csri_1_5a]>0) and [csri_1_1a]=""1""",y,,,,,
csri_1_4b,csri,,text,Neurolog,,,integer,,,,"([csri_1_2b]>0 or [csri_1_3b]>0 or [csri_1_5b]>0) and [csri_1_1b]=""1""",y,,,,,
csri_1_4c,csri,,text,Psykiater,,,integer,,,,"([csri_1_2c]>0 or [csri_1_3c]>0 or [csri_1_5c]>0) and [csri_1_1c]=""1""",y,,,,,
csri_1_4d,csri,,text,"Anden læge(specificér)",,,integer,,,,"([csri_1_2d]>0 or [csri_1_3d]>0 or [csri_1_5d]>0) and [csri_1_1d]=""1""",y,,,,,
csri_1_4e,csri,,text,Hjemmesygeplejerske,,,integer,,,,"([csri_1_2e]>0 or [csri_1_3e]>0 or [csri_1_5e]>0) and [csri_1_1e]=""1""",y,,,,,
csri_1_4f,csri,,text,Farmaceut,,,integer,,,,"([csri_1_2f]>0 or [csri_1_3f]>0 or [csri_1_5f]>0) and [csri_1_1f]=""1""",y,,,,,
csri_1_4g,csri,,text,Psykolog/Psykoterapeut,,,integer,,,,"([csri_1_2g]>0 or [csri_1_3g]>0 or [csri_1_5g]>0) and [csri_1_1g]=""1""",y,,,,,
csri_1_4h,csri,,text,Fysioterapeut,,,integer,,,,"([csri_1_2h]>0 or [csri_1_3h]>0 or [csri_1_5h]>0) and [csri_1_1h]=""1""",y,,,,,
csri_1_4i,csri,,text,Socialrådgiver,,,integer,,,,"([csri_1_2i]>0 or [csri_1_3i]>0 or [csri_1_5i]>0) and [csri_1_1i]=""1""",y,,,,,
csri_1_4j,csri,,text,"Ansat i distriktspsykiatrien",,,integer,,,,"([csri_1_2j]>0 or [csri_1_3j]>0 or [csri_1_5j]>0) and [csri_1_1j]=""1""",y,,,,,
csri_1_4k,csri,,text,Akupunktør,,,integer,,,,"([csri_1_2k]>0 or [csri_1_3k]>0 or [csri_1_5k]>0) and [csri_1_1k]=""1""",y,,,,,
csri_1_4l,csri,,text,Osteopat,,,integer,,,,"([csri_1_2l]>0 or [csri_1_3l]>0 or [csri_1_5l]>0) and [csri_1_1l]=""1""",y,,,,,
csri_1_4m,csri,,text,Homeopat/Phytoterapeut(plantemedicin),,,integer,,,,"([csri_1_2m]>0 or [csri_1_3m]>0 or [csri_1_5m]>0) and [csri_1_1m]=""1""",y,,,,,
csri_1_4n,csri,,text,Ergoterapeut,,,integer,,,,"([csri_1_2n]>0 or [csri_1_3n]>0 or [csri_1_5n]>0) and [csri_1_1n]=""1""",y,,,,,
csri_1_4o,csri,,text,"Anden plejegiver",,,integer,,,,"([csri_1_2o]>0 or [csri_1_3o]>0 or [csri_1_5o]>0) and [csri_1_1o]=""1""",y,,,,,
csri_2,csri,"I løbet af de sidste 3 måneder",radio,"2. Har du været indlagt på hospitalet?","0,Nej|1,Ja",,,,,,,y,,,,,
csri_2_inpat_adm_times,csri,,radio,"Hvis ja, hvor mange gange?","0, 1 gang | 1, 2 gange | 2, 3 gange | 3, 4 gange | 4, mere end 4 gange",,,,,,"[csri_2] = '1'",y,,,,,
csri_2_inpatient_stays,csri,,text,"Hvis flere end 4 gange, hvor mange?",,,number,4,100,,"[csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_1st_1,csri,"3. Hvis ja (første indlæggelse):",text,"Hvad er navnet på hospitalet, afdelingen og speciale?",,,,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_1st_2,csri,,text,"Hvad var årsagen for indlæggelsen?",,,,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_1st_3,csri,,text,"Hvad var datoen for indlæggelsen?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_1st_4,csri,,text,"Hvad var datoen for udskrivelsen?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_1st_5,csri,,text,"Hvor mange dage var du indlagt?",,,integer,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_2nd_1,csri,"3. Hvis ja (anden indlæggelse):",text,"Hvad er navnet på hospitalet, afdelingen og speciale?",,,,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_2nd_2,csri,,text,"Hvad var årsagen for indlæggelsen?",,,,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_2nd_3,csri,,text,"Hvad var datoen for indlæggelsen?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_2nd_4,csri,,text,"Hvad var datoen for udskrivelsen?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_2nd_5,csri,,text,"Hvor mange dage var du indlagt?",,,integer,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_3rd_1,csri,"3. Hvis ja (tredje indlæggelse):",text,"Hvad er navnet på hospitalet, afdelingen og speciale?",,,,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_3rd_2,csri,,text,"Hvad var årsagen for indlæggelsen?",,,,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_3rd_3,csri,,text,"Hvad var datoen for indlæggelsen?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_3rd_4,csri,,text,"Hvad var datoen for udskrivelsen?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_3rd_5,csri,,text,"Hvor mange dage var du indlagt?",,,integer,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_4th_1,csri,"3. Hvis ja (fjerde indlæggelse):",text,"Hvad er navnet på hospitalet, afdelingen og speciale?",,,,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_4th_2,csri,,text,"Hvad var årsagen for indlæggelsen?",,,,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_4th_3,csri,,text,"Hvad var datoen for indlæggelsen?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_4th_4,csri,,text,"Hvad var datoen for udskrivelsen?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_3_4th_5,csri,,text,"Hvor mange dage var du indlagt?",,,integer,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",y,,,,,
csri_4,csri,"4. I de sidste 3 måneder",text,"Hvor mange gange har du besøgt en skadestue/akutmodtagelse?",,,integer,,,,,y,,,,,
csri_5_1_1,csri,"5. I de sidste 6 måneder, har du modtaget hjælp fra venner eller pårørende til nogen af de følgende opgaver grundet dine helbredsproblemer?",radio,børnepasning,"0,Nej|1,Ja",,,,,,,y,,,,,
csri_5_1_2,csri,,radio,"personlig pleje (f.eks bad, pålædning)","0,Nej|1,Ja",,,,,,,y,,,,,
csri_5_1_3,csri,,radio,"hjælp i/omkring hjemmet (f.eks madlavning, rengøring mm.)","0,Nej|1,Ja",,,,,,,y,,,,,
csri_5_1_4,csri,,radio,"hjælp udenfor hjemmet (f.eks indkøb, transport)","0,Nej|1,Ja",,,,,,,y,,,,,
csri_5_1_5,csri,,radio,"anden hjælp","0,Nej|1,Ja",,,,,,,y,,,,,
csri_5_1_5a,csri,"Hvis ""anden hjælp""",text,"Angiv venligst",,,,,,,"[csri_5_1_5]=""1""",y,,,,,
csri_5_2_1,csri,"5. Hvis du i de sidste 6 måneder har modtaget hjælp fra venner eller pårørende som en konsekvens af helbredsproblemer, hvad var den gennemsnitlige mængde tid i timer pr uge på",text,børnepasning,,,integer,,,,,y,,,,,
csri_5_2_2,csri,,text,"personlig pleje (f.eks bad, pålædning)",,,integer,,,,,y,,,,,
csri_5_2_3,csri,,text,"hjælp i/omkring hjemmet (f.eks madlavning, rengøring mm.)",,,integer,,,,,y,,,,,
csri_5_2_4,csri,,text,"hjælp udenfor hjemmet (f.eks indkøb, transport)",,,integer,,,,,y,,,,,
csri_5_2_5,csri,,text,"anden hjælp",,,integer,,,,,y,,,,,
csri_6_num_med,csri,"6. Angiv venligst brugen af alt medicin du har taget over de sidste 3 måneder.",dropdown,"I de sidste 3 måneder, hvor mange typer medicin har du regelmæssigt taget?","0, Ingen | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, Mere end 6",,,,,,,y,,,,,
csri_6_1_1,csri,"Medicin 1",text,"Medicin 1: Hvad var navnet på medicinen?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",y,,,,,
csri_6_1_2,csri,,text,"Medicin 1: Hvad var dosis(hvis kendt) på medicinen?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",y,,,,,
csri_6_1_3,csri,,text,"Medicin 1: Hvor mange gange tog du medicinen?(f.eks dagligt)",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",y,,,,,
csri_6_1_4,csri,,text,"Medicin 1: Hvor lang tid har du taget denne medicin?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",y,,,,,
