"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
bipq_3,bipq,,radio,"¿Cuánto control cree que tiene sobre su depresión?","0, Ningún control | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Control absoluto |","Control absoluto",,,,,,,,,,,
bipq_4,bipq,,radio,"¿En qué medida cree que su tratamiento puede ser útil para su depresión?","0, 0 Nada | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extremamente útil",,,,,,,,,,,,
bipq_5,bipq,,radio,"¿En qué medida nota síntomas o molestias por su depresión?","0, 0 Ningún sintoma| 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Muchos síntomas graves",,,,,,,,,,,,
bipq_6,bipq,,radio,"¿Cuánto le preocupa su depresión?","0, 0 No me preocupada nada | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Me preocupa muchísimo",,,,,,,,,,,,
bipq_7,bipq,,radio,"¿Hasta qué punto comprende en qué consiste la depresión?","0, 0 No la comprendo para nada 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 La comprendo claramente",,,,,,,,,,,,
bipq_8,bipq,,radio,"¿Cuánto le afecta su depresión a nivel emocional? (por ejemplo, ¿le hace sentir enfadado/a, asustado/a, alterado/a o deprimido/a?","0, 0 No me afecta para nada emocionalmente | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Me afecta muchisímo emocionalmente",,,,,,,,,,,,
csri_1,csri,,checkbox,"En los últimos 3 meses, ¿Ha tenido consulta con algunos de estos profesionales sanitarios?","0, Médico de cabecera | 1, Neurólogo | 2, Psiquiatra | 3, Otro médico| 4, Enfermero/a | 5,Farmacéutico/a| 6, Psicólogo/a o terapueta| 7, Psicoterapeuta | 8, Trabajador social | 9, Trabajador de salud mental de la comunidad | 10, Acupunturista | 11, Osteópata | 12, Homeópata/herbolista | 13,Terapeuta ocupacional | 14, Otros | 15, Ningúno",,,,,,,,,,,,
csri_1_1d2,csri,,text,"Por favor, especifique si ha tenido consulta con otro profesional sanitario",,,,,,,"[csri_1(3)] = '1'",,,,,,
csri_1_1o2,csri,,text,"Por favor, especifique el tipo de servicio utilizado",,,,,,,"[csri_1(14)] = '1'",,,,,,
csri_1_2a,csri,"En los últimos 3 meses, ¿qué consultas ha tenido con estos profesionales?:",text,"Médico de cabecera",,,integer,,,,"[csri_1(0)] = '1'",,,,,,
csri_1_2b,csri,,text,Neurólogo,,,integer,,,,"[csri_1(1)] = '1'",,,,,,
csri_1_2c,csri,,text,Psiquiatra,,,integer,,,,"[csri_1(2)] = '1'",,,,,,
csri_1_2d,csri,,text,"Otro médico",,,integer,,,,"[csri_1(3)] = '1'",,,,,,
csri_1_2e,csri,,text,Enfermero/a,,,integer,,,,"[csri_1(4)] = '1'",,,,,,
csri_1_2f,csri,,text,Farmacéutico,,,integer,,,,"[csri_1(5)] = '1'",,,,,,
csri_1_2g,csri,,text,Psicólogo/terapeuta,,,integer,,,,"[csri_1(6)] = '1'",,,,,,
csri_1_2h,csri,,text,Psicoterapeuta,,,integer,,,,"[csri_1(7)] = '1'",,,,,,
csri_1_2i,csri,,text,"Trabajador social",,,integer,,,,"[csri_1(8)] = '1'",,,,,,
csri_1_2j,csri,,text,"Trabajador de salud mental de la comunidad",,,integer,,,,"[csri_1(9)] = '1'",,,,,,
csri_1_2k,csri,,text,Acupunturista,,,integer,,,,"[csri_1(10)] = '1'",,,,,,
csri_1_2l,csri,,text,Osteópata,,,integer,,,,"[csri_1(11)] = '1'",,,,,,
csri_1_2m,csri,,text,Homeópata/herbolista,,,integer,,,,"[csri_1(12)] = '1'",,,,,,
csri_1_2n,csri,,text,"Terapeuta ocupacional",,,integer,,,,"[csri_1(13)] = '1'",,,,,,
csri_1_2o,csri,,text,"Otros prefesionales sanitarios",,,integer,,,,"[csri_1(14)] = '1'",,,,,,
csri_1_3a,csri,"En los últimos 3 meses, ¿cuántos contactos relacionados con la depresión ha tenido con el/la?:",text,"Médico de cabecera",,,integer,,,,"([csri_1_2a]=0 or [csri_1_2a]="""") and [csri_1(0)]=""1""",,,,,,
csri_1_3b,csri,,text,Neurólogo,,,integer,,,,"([csri_1_2b]=0 or [csri_1_2b]="""") and [csri_1(1)]=""1""",,,,,,
csri_1_3c,csri,,text,Psiquiatra,,,integer,,,,"([csri_1_2c]=0 or [csri_1_2c]="""") and [csri_1(2)]=""1""",,,,,,
csri_1_3d,csri,,text,"Otro médico",,,integer,,,,"([csri_1_2d]=0 or [csri_1_2d]="""") and [csri_1(3)]=""1""",,,,,,
csri_1_3e,csri,,text,Enfermero/a,,,integer,,,,"([csri_1_2e]=0 or [csri_1_2e]="""") and [csri_1(4)]=""1""",,,,,,
csri_1_3f,csri,,text,Farmacéutico,,,integer,,,,"([csri_1_2f]=0 or [csri_1_2f]="""") and [csri_1(5)]=""1""",,,,,,
csri_1_3g,csri,,text,Psicólogo/terapeuta,,,integer,,,,"([csri_1_2g]=0 or [csri_1_2g]="""") and [csri_1(6)]=""1""",,,,,,
csri_1_3h,csri,,text,Psicoterapeuta,,,integer,,,,"([csri_1_2h]=0 or [csri_1_2h]="""") and [csri_1(7)]=""1""",,,,,,
csri_1_3i,csri,,text,"Trabajador social",,,integer,,,,"([csri_1_2i]=0 or [csri_1_2i]="""") and [csri_1(8)]=""1""",,,,,,
csri_1_3j,csri,,text,"Trabajador de salud mental de la comunidad",,,integer,,,,"([csri_1_2j]=0 or [csri_1_2j]="""") and [csri_1(9)]=""1""",,,,,,
csri_1_3k,csri,,text,Acupunturista,,,integer,,,,"([csri_1_2k]=0 or [csri_1_2k]="""") and [csri_1(10)]=""1""",,,,,,
csri_1_3l,csri,,text,Osteópata,,,integer,,,,"([csri_1_2l]=0 or [csri_1_2l]="""") and [csri_1(11)]=""1""",,,,,,
csri_1_3m,csri,,text,Homeópata/herbolista,,,integer,,,,"([csri_1_2m]=0 or [csri_1_2m]="""") and [csri_1(12)]=""1""",,,,,,
csri_1_3n,csri,,text,"Terapeuta ocupacional",,,integer,,,,"([csri_1_2n]=0 or [csri_1_2n]="""") and [csri_1(13)]=""1""",,,,,,
csri_1_3o,csri,,text,"Otros prefesionales sanitarios",,,integer,,,,"([csri_1_2o]=0 or [csri_1_2o]="""") and [csri_1(14)]=""1""",,,,,,
csri_1_4a,csri,"¿Cuál fue la duración promedio de su contacto (en minutos) con e/la?:",text,"Médico de cabecera",,,integer,,,,"([csri_1_2a]>0 or [csri_1_3a]>0) and [csri_1(0)]=""1""",,,,,,
csri_1_4b,csri,,text,Neurólogo,,,integer,,,,"([csri_1_2b]>0 or [csri_1_3b]>0) and  [csri_1(1)]=""1""",,,,,,
csri_1_4c,csri,,text,Psiquiatra,,,integer,,,,"([csri_1_2c]>0 or [csri_1_3c]>0) and  [csri_1(2)]=""1""",,,,,,
csri_1_4d,csri,,text,"Otro médico",,,integer,,,,"([csri_1_2d]>0 or [csri_1_3d]>0) and  [csri_1(3)]=""1""",,,,,,
csri_1_4e,csri,,text,Enfermero/a,,,integer,,,,"([csri_1_2e]>0 or [csri_1_3e]>0) and  [csri_1(4)]=""1""",,,,,,
csri_1_4f,csri,,text,Farmacéutico,,,integer,,,,"([csri_1_2f]>0 or [csri_1_3f]>0) and  [csri_1(5)]=""1""",,,,,,
csri_1_4g,csri,,text,Psicólogo/terapeuta,,,integer,,,,"([csri_1_2g]>0 or [csri_1_3g]>0) and  [csri_1(6)]=""1""",,,,,,
csri_1_4h,csri,,text,Psicoterapeuta,,,integer,,,,"([csri_1_2h]>0 or [csri_1_3h]>0) and  [csri_1(7)]=""1""",,,,,,
csri_1_4i,csri,,text,"Trabajador social",,,integer,,,,"([csri_1_2i]>0 or [csri_1_3i]>0) and  [csri_1(8)]=""1""",,,,,,
csri_1_4j,csri,,text,"Trabajador de salud mental de la comunidad",,,integer,,,,"([csri_1_2j]>0 or [csri_1_3j]>0) and [csri_1(9)]=""1""",,,,,,
csri_1_4k,csri,,text,Acupunturista,,,integer,,,,"([csri_1_2k]>0 or [csri_1_3k]>0) and  [csri_1(10)]=""1""",,,,,,
csri_1_4l,csri,,text,Osteópata,,,integer,,,,"([csri_1_2l]>0 or [csri_1_3l]>0) and  [csri_1(11)]=""1""",,,,,,
csri_1_4m,csri,,text,Homeópata/herbolista,,,integer,,,,"([csri_1_2m]>0 or [csri_1_3m]>0) and  [csri_1(12)]=""1""",,,,,,
csri_1_4n,csri,,text,"Terapeuta ocupacional",,,integer,,,,"([csri_1_2n]>0 or [csri_1_3n]>0) and  [csri_1(13)]=""1""",,,,,,
csri_1_4o,csri,,text,"Otros prefesionales sanitarios",,,integer,,,,"([csri_1_2o]>0 or [csri_1_3o]>0) and  [csri_1(14)]=""1""",,,,,,
csri_2,csri,"En los últimos 3 meses, ",radio,"  ¿Ha sido hospitalizado/a?","0, No | 1, Sí",,,,,,,,,,,,
csri_2_inpat_adm_times,csri,,radio,"Si la respuesta es si, ¿Cuántas veces?","0, 1 vez | 1, 2 veces | 2, 3 veces| 3, 4  veces | 4, más de 4 veces",,,,,,"[csri_2] = '1'",,,,,,
csri_2_inpatient_stays,csri,,text,"Si es más de 4, ¿Cúantas veces?",,,number,4,100,,"[csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_1,csri,"En caso afirmativo (primer ingreso)",text,"¿Cuál era el nombre del hospital, el servicio y el tipo de sala?",,,,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_2,csri,,text,"¿Cuál fue el motivo de ingreso?",,,,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_3,csri,,text,"¿Cuál fue la fecha de ingreso?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_4,csri,,text,"¿Cúal fue la fecha de alta?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_1st_5,csri,,text,"¿Cuántos días estuvo ingresado?",,,integer,,,,"[csri_2_inpat_adm_times] = '0' or [csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_1,csri,"En caso afirmativo (segundo ingreso)",text,"¿Cuál era el nombre del hospital, el servicio y el tipo de sala?",,,,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_2,csri,,text,"¿Cuál fue el motivo de ingreso?",,,,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_3,csri,,text,"¿Cuál fue la fecha de ingreso?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_4,csri,,text,"¿Cúal fue la fecha de alta?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_2nd_5,csri,,text,"¿Cuántos días estuvo ingresado?",,,integer,,,,"[csri_2_inpat_adm_times] = '1' or [csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_1,csri,"En caso afirmativo (tercer ingreso)",text,"¿Cuál era el nombre del hospital, el servicio y el tipo de sala?",,,,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_2,csri,,text,"¿Cuál fue el motivo de ingreso?",,,,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_3,csri,,text,"¿Cuál fue la fecha de ingreso?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_4,csri,,text,"¿Cúal fue la fecha de alta?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_3rd_5,csri,,text,"¿Cuántos días estuvo ingresado?",,,integer,,,,"[csri_2_inpat_adm_times] = '2' or [csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_1,csri,"En caso afirmativo (cuarto ingreso)",text,"¿Cuál era el nombre del hospital, el servicio y el tipo de sala?",,,,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_2,csri,,text,"¿Cuál fue el motivo de ingreso?",,,,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_3,csri,,text,"¿Cuál fue la fecha de ingreso?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_4,csri,,text,"¿Cúal fue la fecha de alta?",,,date_dmy,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_3_4th_5,csri,,text,"¿Cuántos días estuvo ingresado?",,,integer,,,,"[csri_2_inpat_adm_times] = '3' or [csri_2_inpat_adm_times] = '4'",,,,,,
csri_4,csri,"En los últimos 3 meses",text,"¿Cuántas veces ha sido atendido por los servicios de urgencias?",,,integer,,,,,,,,,,
csri_5,csri,,checkbox,"¿Ha recibido ayuda por parte de familiares o amigos en alguna de las siguientes tareas, como consecuencia de la depresión?","0, Cuidado de los hijos | 1,Cuidado personal (ej.lavarse, vestirse) | 2, Ayuda en casa cocinar, limpiar) | 3, Ayuda fuera de casa (ej. compras, transporte) | 4, Otras ayudas | 5, Especificar",,,,,,,,,,,,
csri_5_1_5a,csri,,text,"Si ha contestado otras ayudas, por favor especifique:",,,,,,,"[csri_5(4)] = '1'",,,,,,
csri_5_2_1,csri,"En los ultimos 3 meses,   si ha recibido ayuda por parte de familiares o amigos en alguna de las siguientes tareas, como consecuencia de sus problemas de salud, ¿Cúal ha sido el promedio del número de horas de ayuda por semana en?",text,"Cuidado de los hijos",,,integer,,,,"[csri_5(0)] = '1'",,,,,,
csri_5_2_2,csri,,text,"Cuidado personal (ej. Lavarse, vestirse)",,,integer,,,,"[csri_5(1)] = '1'",,,,,,
csri_5_2_3,csri,,text,"Ayuda en casa (ej. Cocinar, limpiar, ect).",,,integer,,,,"[csri_5(2)] = '1'",,,,,,
csri_5_2_4,csri,,text,"Ayuda fuera de casa (ej. Compras, transporte)",,,integer,,,,"[csri_5(3)] = '1'",,,,,,
csri_5_2_5,csri,,text,"Otras ayudas",,,integer,,,,"[csri_5(4)] = '1'",,,,,,
csri_6_num_med,csri,"Por favor, indique cualquier medicación que haya tomado en los últimos 3 meses",dropdown,"En los últimos 3 meses, ¿cuántos medicamentos ha tomado regularmente?","0, Ningúno | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, Más de 6",,,,,,,,,,,,
csri_6_1_1,csri,"Medicación 1",text,"Medicación 1: ¿Cuál es el nombre del medicamento?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_1_2,csri,,text,"Medicación 1: ¿Cuál es la dosis (si la sabe) del medicamento tomado?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_1_3,csri,,text,"Medicamento 1: ¿Cuál es la frecuencia de toma del medicamento? (por ejemplo, cada día)",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_1_4,csri,,text,"Medicamento 1: ¿Por cuánto tiempo ha tomado este medicamento?",,,,,,,"[csri_6_num_med] = '1' or [csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_1,csri,"Medicación 2",text,"Medicación 2: ¿Cuál es el nombre del medicamento?",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_2,csri,,text,"Medicación 2: ¿Cuál es la dosis (si la sabe) del medicamento tomado?",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_3,csri,,text,"Medicamento 2: ¿Cuál es la frecuencia de toma del medicamento? (por ejemplo, cada día)",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_2_4,csri,,text,"Medicamento 2: ¿Por cuánto tiempo ha tomado este medicamento?",,,,,,,"[csri_6_num_med] = '2' or [csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_1,csri,"Medicación 3",text,"Medicación 3: ¿Cuál es el nombre del medicamento?",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_2,csri,,text,"Medicación 3: ¿Cuál es la dosis (si la sabe) del medicamento tomado?",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_3,csri,,text,"Medicamento 3: ¿Cuál es la frecuencia de toma del medicamento? (por ejemplo, cada día)",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_3_4,csri,,text,"Medicamento 3: ¿Por cuánto tiempo ha tomado este medicamento?",,,,,,,"[csri_6_num_med] = '3' or [csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_1,csri,"Medicación 4",text,"Medicación 4: ¿Cuál es el nombre del medicamento?",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_2,csri,,text,"Medicación 4: ¿Cuál es la dosis (si la sabe) del medicamento tomado?",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_3,csri,,text,"Medicamento 4: ¿Cuál es la frecuencia de toma del medicamento? (por ejemplo, cada día)",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_4_4,csri,,text,"Medicamento 4: ¿Por cuánto tiempo ha tomado este medicamento?",,,,,,,"[csri_6_num_med] = '4' or [csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_1,csri,"Medicación 5",text,"Medicación 4: ¿Cuál es el nombre del medicamento?",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_2,csri,,text,"Medicación 5: ¿Cuál es la dosis (si la sabe) del medicamento tomado?",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_3,csri,,text,"Medicamento 5: ¿Cuál es la frecuencia de toma del medicamento? (por ejemplo, cada día)",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_5_4,csri,,text,"Medicamento 5: ¿Por cuánto tiempo ha tomado este medicamento?",,,,,,,"[csri_6_num_med] = '5' or [csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_1,csri,"Medicación 6",text,"Medicación 6: ¿Cuál es el nombre del medicamento?",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_2,csri,,text,"Medicación 6: ¿Cuál es la dosis (si la sabe) del medicamento tomado?",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_3,csri,,text,"Medicamento 6: ¿Cuál es la frecuencia de toma del medicamento? (por ejemplo, cada día)",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_6_6_4,csri,,text,"Medicamento 6: ¿Por cuánto tiempo ha tomado este medicamento?",,,,,,,"[csri_6_num_med] = '6' or [csri_6_num_med] = '7'",,,,,,
csri_7,csri,"Situación laboral actual",radio,"¿Cuál es su situación laboral actual?","0, Empleado a tiempo completo y trabajando|1, Empleado a tiempo completo pero de baja por enfermedad| 2, Empleado a tiempo parcial|3, Empleado a tiempo parcial pero de baja por enfermedad|4, Desempleado | 5, Autónomo y trabajando|6, Autónomo pero de baja por enfermedad|7,Jubilado (por edad)8, Jubilado (por enfermedad)|9, Estudiante|10,Estudiante pero inactivo actualmente por enfermedad|11,Ama de casa/cuidado del hogar|12,Otro   |",,,,,,,,,,,,
csri_7a,csri,,text,"Si su situación laboral actual es ""Otros"", por favor especifique:",,,,,,,"[csri_7]=""12""",,,,,,
csri_8,csri,"¿Cuántos días (si es que los hubo) ha estado sin trabajar en los últimos 3 meses",text,"porque tenía algún problema de salud física?",,,integer,,,,,,,,,,
csri_9,csri,,text,"porque tenía algún problema de salud mental?",,,integer,,,,,,,,,,
lte_1,lte_sr,"Desde su última evaluación, ¿le ha ocurrido alguno de los siguientes sucesos?:",radio,"Ha padecido usted mismo una enfermedad, lesión o agresión graves.","0, No | 1, Sí",,,,,,,,,,lte,,
lte_2,lte_sr,,radio,"Ha sufrido un pariente cercano una enfermedad, lesión o ataque graves.","0, No | 1, Sí",,,,,,,,,,lte,,
lte_3,lte_sr,,radio,"Su padre/madre, hijo/a o pareja ha fallecido.","0, No | 1, Sí",,,,,,,,,,lte,,
lte_4,lte_sr,,radio,"Un familiar o amigo cercano, u otro pariente (tío/a, primo/a, abuelo/a) ha fallecido.","0, No | 1, Sí",,,,,,,,,,lte,,
lte_5,lte_sr,,radio,"Se ha separado debido a dificultades en su matrimonio/pareja de hecho.","0, No | 1, Sí",,,,,,,,,,lte,,
lte_6,lte_sr,,radio,"Ha roto una relación estable.","0, No | 1, Sí",,,,,,,,,,lte,,
lte_7,lte_sr,,radio,"Ha tenido un problema grave con un amigo cercano, vecino o familiar.","0, No | 1, Sí",,,,,,,,,,lte,,
lte_8,lte_sr,,radio,"Se ha quedado sin trabajo o ha pasado más de un mes buscando trabajo sin éxito.","0, No | 1, Sí",,,,,,,,,,lte,,
lte_9,lte_sr,,radio,"Ha sido despedido de su trabajo","0, No | 1, Sí",,,,,,,,,,lte,,
lte_10,lte_sr,,radio,"Ha tenido una crisis económica importante.","0, No | 1, Sí",,,,,,,,,,lte,,
lte_11,lte_sr,,radio,"Ha tenido problemas con la policía y ha tenido que comparecer ante la justicia","0, No | 1, Sí",,,,,,,,,,lte,,
lte_12,lte_sr,,radio,"Ha perdido o le han robado algo valioso para usted: al menos uno de estos casos en los últimos 3 meses.","0, No | 1, Sí",,,,,,,,,,lte,,
lte_13,lte_sr,,radio,"Ha perdido algo valioso para usted: Al menos esto ha ocurrido en los últimos 6 meses","0, No | 1, Sí",,,,,,,,,,lte,,
ltefu_1,acontencimientos_vitales,"Desde su última evaluación, le han sucedido alguna de las siguientes cosas:",radio,"Ha tenido una enfermedad, lesión o agresión grave","0, No | 1, Sí",,,,,,,,,,ltefu,,
ltefu_2,acontencimientos_vitales,,radio,"Un familiar cercano ha tenido una enfermedad, lesión o agresión grave","0, No | 1, Sí",,,,,,,,,,ltefu,,
ltefu_3,acontencimientos_vitales,,radio,"Ha fallecido su pareja o alguno de sus padres o hijos","0, No | 1, Sí",,,,,,,,,,ltefu,,
ltefu_4,acontencimientos_vitales,,radio,"Ha fallecido algún amigo cercano de la familia u otro familiar (tio/a, primo/a, abuelo/a)","0, No | 1, Sí",,,,,,,,,,ltefu,,
ltefu_5,acontencimientos_vitales,,radio,"Se ha separado debido a dificultades en su matrimonio/pareja","0, No | 1, Sí",,,,,,,,,,ltefu,,
ltefu_6,acontencimientos_vitales,,radio,"Ha roto una relación de pareja estable","0, No | 1, Sí",,,,,,,,,,ltefu,,
ltefu_7,acontencimientos_vitales,,radio,"Ha tenido algún problema grave con un amigo cercano, vecino o familiar","0, No | 1, Sí",,,,,,,,,,ltefu,,
ltefu_8,acontencimientos_vitales,,radio,"Está deseampleado o busca trabajo sin éxito durante más de un mes","0, No | 1, Sí",,,,,,,,,,ltefu,,
ltefu_9,acontencimientos_vitales,,radio,"Ha sido despedido de su trabajo","0, No | 1, Sí",,,,,,,,,,ltefu,,
ltefu_10,acontencimientos_vitales,,radio,"Ha tenido una crisis económica  importante","0, No | 1, Sí",,,,,,,,,,ltefu,,
ltefu_11,acontencimientos_vitales,,radio,"Ha tenido problemas con la policía o que comparecer ante la justicia","0, No | 1, Sí",,,,,,,,,,ltefu,,
ltefu_12,acontencimientos_vitales,,radio,"Le han robado o ha perdido algo de valor","0, No | 1, Sí",,,,,,,,,,ltefu,,
