"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ids_22,ids_sr,,radio,"24. Interest in sex (please rate interest not activity)","0, I am just as interested in sex as usual | 1, My interest in sex is somewhat less than usual or I do not get the same pleasure from sex as I used to | 2, I have little desire for or rarely derive pleasure from sex | 3, I have absolutely no interest in or derive no pleasure from sex",,,,,,,y,,,,,
ids_23,ids_sr,,radio,"25. Feeling slowed down","0, I think, speak, and move at my usual rate of speed | 1, I find that my thinking is slowed down or my voice sounds dull or flat | 2, It takes me several seconds to respond to most questions and I am sure my thinking is slowed | 3, I am often unable to respond to questions without extreme effort",,,,,,,y,,,,,
ids_24,ids_sr,,radio,"26. Feeling restless","0, I do not feel restless | 1, I am often fidgety, wring my hands, or need to shift how I'm sitting | 2, I have impulses to move about and am quite restless | 3, At times, I am unable to stay seated and need to pace around",,,,,,,y,,,,,
ids_25,ids_sr,,radio,"27. Aches and pains","0, I do not have any feeling of heaviness in my arms or legs and I do not have any aches or pains | 1, Sometimes I get headaches or pains in my stomach, back or joints but these pains are only sometimes | 2, I have these sorts of pains most of the time | 3, These pains are so bad, they force me to stop what I'm doing",,,,,,,y,,,,,
ids_26,ids_sr,,radio,"28. Other bodily symptoms","0, I do not have any of these symptoms: heart pounding fast, blurred vision, sweating, hot and cold flashes, chest pain, heart turning over in my chest, ringing in my ears, or shaking | 1, I have some of these symptoms but they are mild and are present only sometimes | 2, I have several of these symptoms and they bother me quite a lot | 3, I have several of these symptoms and when they occur I have to stop doing whatever I am doing",,,,,,,y,,,,,
ids_27,ids_sr,,radio,"29. Panic/phobic symptoms","0, I have no spells of panic of specific fears (phobia) (such as animals of heights) | 1, I have mild panic episodes or fears that do not usually change my behaviour or stop me from functioning | 2, I have significant panic episodes or fears that force me to change my behaviour but do not stop me from functioning | 3, I have panic episodes at least once a week or severe fears that stop me from carrying on my daily activities",,,,,,,y,,,,,
ids_28,ids_sr,,radio,"30. Constipation/diarrhoea","0, There is no change in my usual bowel habits | 1, I have intermittent constipation or diarrhoea which is mild | 2, I have intermittent constipation or diarrhoea most of the time but it does not interfere with my day-to-day functioning | 3, I have constipation or diarrhoea for which I take medicating or which interferes with my day-to-day activities",,,,,,,y,,,,,
ids_29,ids_sr,,radio,"31. Interpersonal sensitivity","0, I have not felt easily rejected, slighted, criticised or hurt by others at all | 1, I have occasionally felt rejected, slighted, criticised or hurt by others | 2, I have often felt rejected, slighted, criticised or hurt by others, but these feelings have only had slight effects on my relationships or work | 3, I have often felt rejected, slighted, criticised or hurt by others and these feelings have impaired my relationships and work",,,,,,,y,,,,,
ids_30,ids_sr,,radio,"32. Leaden paralysis/physical energy. ","0, I have not experienced the physical sensation of feeling weighted down and without physical energy | 1, I have occasionally experienced periods of feeling physically weighted down and without physical energy, but without a negative effect on work, school, or activity level | 2, I feel physically weighted down (without physical energy) more than half the time | 3, I feel physically weighted down (without physical energy) most of the time, several hours per day, several days per week",,,,,,,y,,,,,
cidi_1,cidi_sf,"These questions are about periods of sadness or depression you might have experienced since your last assessment.",radio,"Since your last assessment, has there been a period when you felt sad, empty or depressed for two weeks or longer?","0, Yes | 1, No",,,,,,,y,,,,,
cidi_2,cidi_sf,,radio,"Think about a period of two weeks since your last assessment when feeling sad, empty or depressed was worst. During this period of two weeks, how often did you feel this way?","0, Almost every day, most of the day | 1, Less often",,,,,,"[cidi_1]=""0""",y,,,,,
cidi_3,cidi_sf,,radio,"Since your last assessment, has there been a period lasting two weeks or more when you lost interest in most things like hobbies, work, or activities that usually give you pleasure?","0, Yes | 1, No",,,,,,"[cidi_1] = '1' or [cidi_2]='1'",y,,,,,
cidi_4,cidi_sf,,radio,"Think about the period of two weeks since your last assessment when your loss of interest was worst. During this period of two weeks, how often did you feel this way?","0, Almost every day, most of the day | 1, Less often",,,,,,"[cidi_3] = '0'",y,,,,,
cidi_5,cidi_sf,,radio,"During the period that you felt sad, empty or depressed, did you ever have a period lasting two weeks or more when you lost interest in most things like hobbies, work, or activities that usually give you pleasure?","0, Yes | 1, No",,,,,,"[cidi_2]=""0""",y,,,,,
cidi_6,cidi_sf,,radio,"Think about the period of two weeks since your last assessment when your loss of interest was worst. During this period of two weeks, how often did you feel this way?","0, Almost every day, most of the day | 1, Less often",,,,,,"[cidi_5]=""0""",y,,,,,
cidi_7,cidi_sf,"People who have periods in which they feel sad, empty or depressed or lose interest, often have other problems at the same time. During this period of at least two weeks since your last assessment when you felt sad, empty or depressed or lost interest in things:",radio,"Did you lack energy or feel tired more than usual?","0, Yes | 1, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_8,cidi_sf,,radio,"Did you have less appetite than usual almost every day?","0, Yes | 1, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_9,cidi_sf,,radio,"Did you lose weight without trying to, as much as a kilo a week for several weeks?","0, Yes | 1, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_10,cidi_sf,,text,"About how much weight did you lose in those weeks? (kg)",,kg,number,,,,"[cidi_9]=""0""",y,,,,,
cidi_11,cidi_sf,"During this period of at least two weeks since your last assessment when you felt sad, empty or depressed or lost interest in things:",radio,"Did you have a much larger appetite than usual almost every day for two weeks or more?","0, Yes | 1, Yes but only because of a pregnancy of growth spurt | 2, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_12,cidi_sf,,radio,"Did your eating increase so much that you gained weight, as much as a kilo a week for several weeks?","0, Yes | 1, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_13,cidi_sf,,text,"About how much weight did you gain in those weeks? (kg)",,kg,number,,,,"[cidi_12]=""0""",y,,,,,
cidi_14,cidi_sf,,radio,"Did you have trouble sleeping almost every night, either trouble falling asleep, waking in the middle of the night, or waking up too early?","0, Yes | 1, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_15,cidi_sf,,radio,"Did you wake up at least two hours before you wanted to, every day for at least two weeks?","0, Yes | 1, No",,,,,,"[cidi_14]=""0""",y,,,,,
cidi_16,cidi_sf,,radio,"Were you sleeping too much almost every day?","0, Yes | 1, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_17,cidi_sf,,radio,"Did you talk or move more slowly than is normal for you almost every day, in a way that other people have noticed?","0, Yes, I talked or moved more slowly and other people did notice | 1, Yes, I talked or moved more slowly but other people did not notice | 2, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_18,cidi_sf,,radio,"Did you have to be moving all the time, that is, you could not sit still and paced up and down or couldn't keep your hands still when sitting, in a way that other people noticed?","0, Yes, I had to be moving all the time and other people did notice | 1, Yes, I had to be moving all the time but other people did not notice | 2, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_19,cidi_sf,,radio,"During this period of two weeks, did you have a lot more trouble concentrating than usual?","0, Yes | 1, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_20,cidi_sf,,radio,"During this period, were you able to make up your mind about things you ordinarily had no trouble deciding about?","0, Yes | 1, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_21,cidi_sf,,radio,"People sometimes feel down on themselves, no good, or worthless. During this period of two weeks, did you feel guilty or worthless?","0, Yes | 1, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_22,cidi_sf,,radio,"During this period of two weeks, did you think a lot about death - either your own, someone else's, or death in general?","0, Yes | 1, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_23,cidi_sf,"For the next question, please think about the periods of at least two weeks since your last assessment when you felt sad, empty or depressed or lost interest in things.",radio,"Did any period lasting two weeks or longer seriously interfere with your ability to do your job, take care of your house or family, or take care of yourself?","0, Yes | 1, No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_24,cidi_sf,,text,"About how long did this period last? (In weeks, you may give an estimate). ",,,integer,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_25,cidi_sf,,radio,"Did you tell a professional about these problems (for example a medical doctor, psychologist, social worker, nurse, or other helping professional)?","0, Yes | 1, No",weeks,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_26,cidi_sf,"Since your last assessment",radio,"Have you had contact with a social service organisation for problems that you had that were not related to your physical health? (for example a mental health institute, psychologist, or social work)","0, Yes | 1, No",,,,,,,y,,,,,
cidi_27,cidi_sf,,checkbox,"Have you been diagnosed as having one of the following  by a professional or medical doctor ? You can tick more than one answer.","0, Depression | 1, Bipolar disorder | 2, Schizophrenia or psychosis | 3, Eating disorder | 4, Anxiety disorder | 5, Panic disorder | 6, Obsessive compulsive disorder | 7, Post-traumatic stress disorder | 8, Phobia | 9, ADD/ADHD | 10, Alcohol addiction | 11, Drug addiction | 12, Other | 13, None",,,,,,"[cidi_26]=""0"" or [cidi_26]=""1""",y,,,,,
cidi_27a,cidi_sf,,text,"If, since your last assessment, you  have been diagnosed any other condition by a professional or medical doctor, please specify",,,,,,,"[cidi_27(12)]=""1""",y,,,,,
cidi_28,cidi_sf,,checkbox,"Have you received treatment for any of the following by a professional or medical doctor. You can tick more than one answer.","0, Depression | 1, Bipolar disorder | 2, Schizophrenia or psychosis | 3, Eating disorder | 4, Anxiety disorder | 5, Panic disorder | 6, Obsessive compulsive disorder | 7, Post-traumatic stress disorder | 8, Phobia | 9, ADD/ADHD | 10, Alcohol addiction | 11, Drug addiction | 12, Other | 13, None",,,,,,"[cidi_27(0)] = '1' or [cidi_27(1)] = '1' or [cidi_27(2)] = '1' or [cidi_27(3)] = '1' or [cidi_27(4)] = '1' or [cidi_27(5)] = '1' or [cidi_27(6)] = '1' or [cidi_27(7)] = '1' or [cidi_27(8)] = '1' or [cidi_27(9)] = '1' or [cidi_27(10)] = '1' or [cidi_27(11)] = '1' or [cidi_27(12)] = '1'",y,,,,,
cidi_28a,cidi_sf,,text,"If, since your last assessment, you have received treatment for any other condition by a professional or medical doctor, please specify",,,,,,,"[cidi_28(12)]=""1""",y,,,,,
cidi_29,cidi_sf,,checkbox,"Have you received any of the following treatments. You can tick multiple answers.","0, Antidepressants | 1, Psychotherapy (for example cognitive behavioural therapy, interpersonal therapy or other consults with a psychologist or psychotherapist) | 2, Online help program or e-health intervention | 3, Running therapy or physical activity | 4, Light therapy | 5, Hospitalization in psychiatric hospital | 6, Electroconvulsive therapy (ECT) | 7, Other | 8, None of these treatments",,,,,,"[cidi_28(0)] = '1' or [cidi_28(1)] = '1' or [cidi_28(2)] = '1' or [cidi_28(3)] = '1' or [cidi_28(4)] = '1' or [cidi_28(5)] = '1' or [cidi_28(6)] = '1' or [cidi_28(7)] = '1' or [cidi_28(8)] = '1' or [cidi_28(9)] = '1' or [cidi_28(10)] = '1' or [cidi_28(11)] = '1' or [cidi_28(12)] = '1' or [cidi_28(13)] = '1' or [cidi_27(13)] = '1'",y,,,,,
cidi_29a,cidi_sf,,text,"If, since your last assessment, you had any other treatment, please specify",,,,,,,"[cidi_29(7)]=""1""",y,,,,,
cidi_30,cidi_sf,,text,"What is your weight in kg? (Please round your answer to the nearest whole number.)",,kg,integer,,,,"[cidi_29(0)] = '1' or [cidi_29(1)] = '1' or [cidi_29(2)] = '1' or [cidi_29(3)] = '1' or [cidi_29(4)] = '1' or [cidi_29(5)] = '1' or [cidi_29(6)] = '1' or [cidi_29(7)] = '1' or [cidi_29(8)] = '1'",y,,,,,
gad7_1,gad7,"Over the past two weeks, how often have you been bothered by any of the following problems ",radio,"Feeling nervous, anxious or on edge","0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,gad7,,
gad7_2,gad7,,radio,"Not being able to stop or control worrying","0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,gad7,,
gad7_3,gad7,,radio,"Worrying too much about different things","0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,gad7,,
gad7_4,gad7,,radio,"Trouble relaxing","0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,gad7,,
gad7_5,gad7,,radio,"Being so restless that it's hard to sit still","0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,gad7,,
gad7_6,gad7,,radio,"Becoming easily annoyed or irritable","0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,gad7,,
gad7_7,gad7,,radio,"Feeling afraid as if something awful might happen","0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,gad7,,
wsas_0,wsas,,radio,"Are you retired or do you choose not to have a job for reasons unrelated to your depression?","0,Yes|1,No",,,,,,,y,,,,,
wsas_1,wsas,,radio,"Because of my depression, my ability to work is impaired.","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8  Very severely, to the point where cannot work",,,,,,,y,,,,,
wsas_2,wsas,,radio,"Because of my depression, my home management (cleaning, tidying, shopping, cooking, looking after home or children, paying bills) is impaired.","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8  Very severely",,,,,,,y,,,,,
wsas_3,wsas,,radio,"Because of my depression, my social leisure activities (with people, e.g. parties, bars, clubs, outings, visits, dating, home entertaining) are impaired.","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8  Very severely",,,,,,,y,,,,,
wsas_4,wsas,,radio,"Because of my depression, my private leisure activities (done alone, such as reading, gardening, collecting, sewing, walking alone) are impaired.","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8  Very severely",,,,,,,y,,,,,
wsas_5,wsas,,radio,"Because of my depression, my ability to form and maintain close relationships with others, including those I live with, is impaired.","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8  Very severely",,,,,,,y,,,,,
bipq_1,bipq,"For the following questions, please mark the number that best corresponds to your views: ",radio,"How much does your depression affect your life?","0, 0 No affect at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10  Severely affects my life",,,,,,,y,,,,,
bipq_2,bipq,,radio,"How long do you think your depression will continue?","0, 0 A very short time | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Forever",,,,,,,y,,,,,
bipq_3,bipq,,radio,"How much control do you feel you have over your depression?","0, 0 Absolutely no control | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extreme amount of control",,,,,,,y,,,,,
bipq_4,bipq,,radio,"How much do you think your treatment can help your depression?","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extremely helpful",,,,,,,y,,,,,
bipq_5,bipq,,radio,"How much do you experience symptoms from your depression?","0, 0 No symptoms at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Many severe symptoms",,,,,,,y,,,,,
bipq_6,bipq,,radio,"How concerned are you about your depression?","0, 0 Not at all concerned | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extremely concerned",,,,,,,y,,,,,
bipq_7,bipq,,radio,"How well do you feel you understand your depression?","0, 0 Do not understand it at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Understand very clearly",,,,,,,y,,,,,
bipq_8,bipq,,radio,"How much does your depression affect you emotionally? (e.g. does it make you angry, scared, upset or depressed?","0, 0 Not at all affected emotionally | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extremely affected emotionally",,,,,,,y,,,,,
ltefu_1,life_events,"Since your last assement, have any of the following happened:",radio,"You yourself suffered a serious illness, injury or an assault","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_2,life_events,,radio,"A serious illness, injury or assault happened to a close relative","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_3,life_events,,radio,"Your parent, child or partner died","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_4,life_events,,radio,"A close family friend or another relative (aunt, cousin, grandparent) died","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_5,life_events,,radio,"You had a separation due to marital/civil partnership difficulties","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_6,life_events,,radio,"You broke off a steady relationship","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_7,life_events,,radio,"You had a serious problem with a close friend, neighbour or relative","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_8,life_events,,radio,"You became unemployed or you were seeking work unsuccessfully for more than one month","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_9,life_events,,radio,"You were sacked from your job","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_10,life_events,,radio,"You had a major financial crisis","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_11,life_events,,radio,"You had problems with the police and a court appearance","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_12,life_events,,radio,"Something you valued was lost or stolen","0, No | 1, Yes",,,,,,,y,,,ltefu,,
ltefu_13,life_events,,notes,"Is there anything else that  has changed in the last 3 months that might make a change to your everyday routine? ",,,,,,,,,,,,,
audit_1,audit,"Please select the answer that is correct for you",radio,"1. How often do you have a drink containing alcohol?","1, Never | 2, Monthly or less| 3, 2-4 times a month | 4, 2-3 times a week | 5, 4 or more times a week",,,,,,,y,,,,,
audit_2,audit,,radio,"2. How many standard drinks containing alcohol do you have on a typical day when drinking?","1, 1 or 2 | 2, 3 or 4 | 3, 5 or 6 | 4, 7 to 9 | 5, 10 or more",,,,,,"[audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5'",y,,,,,
audit_3,audit,,radio,"3. How often do you have six or more drinks on one occasion?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"[audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5'",y,,,,,
audit_4,audit,,radio,"4. During the past year how often have you found that you were not able to stop drinking once you had started?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"[audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5'",y,,,,,
audit_5,audit,,radio,"5. During the past year how often have you failed to do what was normally expected of you because of drinking?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"([audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5') and ([audit_4]='2' or [audit_4]='2' or [audit_4]='3' or [audit_4]='4' or [audit_4]='5')",y,,,,,
audit_6,audit,,radio,"6. During the past year how often have you needed a drink in the morning to get yourself going after a heavy drinking session?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"([audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5') and ([audit_4]='2' or [audit_4]='2' or [audit_4]='3' or [audit_4]='4' or [audit_4]='5')",y,,,,,
audit_7,audit,,radio,"7. During the past year how often have you had a feeling of guilt or remorse after drinking?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"([audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5') and ([audit_4]='2' or [audit_4]='2' or [audit_4]='3' or [audit_4]='4' or [audit_4]='5')",y,,,,,
audit_8,audit,,radio,"8. During the past year have you been unable to remember what happened the night before because you had been drinking?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"([audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5') and ([audit_4]='2' or [audit_4]='2' or [audit_4]='3' or [audit_4]='4' or [audit_4]='5')",y,,,,,
audit_9,audit,,radio,"9. Have you or someone else been injured as a result of your drinking?","1, No | 2, Yes,  but not in the past year| 3, Yes, during the past year",,,,,,"[audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5'",y,,,,,
audit_10,audit,,radio,"10. Has a relative or friend doctor or other health worker been concerned about your drinking or suggested you cut down?","1, No | 2, Yes,  but not in the past year| 3, Yes, during the past year",,,,,,"[audit_1]='2' or [audit_1]='3' or [audit_1]='4' or [audit_1]='5'",y,,,,,
audit_fu_1,audit_fu,"Please select the answer that is correct for you",radio,"1. How often do you have a drink containing alcohol?","1, Never | 2, Monthly or less| 3, 2-4 times a month | 4, 2-3 times a week | 5, 4 or more times a week",,,,,,,y,,,,,
audit_fu_2,audit_fu,,radio,"2. How many standard drinks containing alcohol do you have on a typical day when drinking?","1, 1 or 2 | 2, 3 or 4 | 3, 5 or 6 | 4, 7 to 9 | 5, 10 or more",,,,,,"[audit_fu_1]='2' or [audit_fu_1]='3' or [audit_fu_1]='4' or [audit_fu_1]='5'",y,,,,,
audit_fu_3,audit_fu,,radio,"3. How often do you have six or more drinks on one occasion?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"[audit_fu_1]='2' or [audit_fu_1]='3' or [audit_fu_1]='4' or [audit_fu_1]='5'",y,,,,,
audit_fu_4,audit_fu,,radio,"4. During the last 3 months	 how often have you found that you were not able to stop drinking once you had started?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"[audit_fu_1]='2' or [audit_fu_1]='3' or [audit_fu_1]='4' or [audit_fu_1]='5'",y,,,,,
audit_fu_5,audit_fu,,radio,"5. During the last 3 months how often have you failed to do what was normally expected of you because of drinking?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"([audit_fu_1]='2' or [audit_fu_1]='3' or [audit_fu_1]='4' or [audit_fu_1]='5') and ([audit_fu_4]='2' or [audit_fu_4]='3' or [audit_fu_4]='4' or [audit_fu_4]='5')",y,,,,,
audit_fu_6,audit_fu,,radio,"6. During the last 3 months  how often have you needed a drink in the morning to get yourself going after a heavy drinking session?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"([audit_fu_1]='2' or [audit_fu_1]='3' or [audit_fu_1]='4' or [audit_fu_1]='5') and ([audit_fu_4]='2' or [audit_fu_4]='3' or [audit_fu_4]='4' or [audit_fu_4]='5')",y,,,,,
audit_fu_7,audit_fu,,radio,"7. During the last 3 months  how often have you had a feeling of guilt or remorse after drinking?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"([audit_fu_1]='2' or [audit_fu_1]='3' or [audit_fu_1]='4' or [audit_fu_1]='5') and ([audit_fu_4]='2' or [audit_fu_4]='3' or [audit_fu_4]='4' or [audit_fu_4]='5')",y,,,,,
audit_fu_8,audit_fu,,radio,"8. During the last 3 months  have you been unable to remember what happened the night before because you had been drinking?","1,Never|2,Less than monthly|3,Monthly|4,Weekly|5,Daily or almost daily",,,,,,"([audit_fu_1]='2' or [audit_fu_1]='3' or [audit_fu_1]='4' or [audit_fu_1]='5') and ([audit_fu_4]='2' or [audit_fu_4]='3' or [audit_fu_4]='4' or [audit_fu_4]='5')",y,,,,,
audit_fu_9,audit_fu,,radio,"9. Have you or someone else been injured as a result of your drinking?","1, No | 2, Yes, but not in the last 3 months | 3, Yes, during the last 3 months",,,,,,"[audit_fu_1]='2' or [audit_fu_1]='3' or [audit_fu_1]='4' or [audit_fu_1]='5'",y,,,,,
audit_fu_10,audit_fu,,radio,"10. Has a relative or friend doctor or other health worker been concerned about your drinking or suggested you cut down?","1, No | 2, Yes, but not in the last 3 months | 3, Yes, during the last 3 months",,,,,,"[audit_fu_1]='2' or [audit_fu_1]='3' or [audit_fu_1]='4' or [audit_fu_1]='5'",y,,,,,
csri_1,csri,,checkbox,"In the last 3 months, have you used the service of a:","0, General Practioner (GP) | 1, Neurologist | 2, Psychiatrist | 3, Another doctor | 4, Practice nurse | 5, Pharmacist | 6, Psychologist/therapist | 7, Physiotherapist | 8, Social worker | 9, Community mental health worker | 10, Acupuncturist | 11, Osteopath | 12, Homeopath/herbalist | 13, Occupational therapist | 14, Other | 15, None",,,,,,,y,,,,,
csri_1_1d2,csri,,text,"Please specify the service of another doctor",,,,,,,"[csri_1(3)] = '1'",y,,,,,
csri_1_1o2,csri,,text,"Please specify the service of other care givers",,,,,,,"[csri_1(14)] = '1'",y,,,,,
csri_1_2a,csri,"In the last 3 months, how many depression-related contacts have you had with (a):",text,"general practitioner (GP)",,,integer,,,,"[csri_1(0)] = '1'",y,,,,,
csri_1_2b,csri,,text,neurologist,,,integer,,,,"[csri_1(1)] = '1'",y,,,,,
csri_1_2c,csri,,text,psychiatrist,,,integer,,,,"[csri_1(2)] = '1'",y,,,,,
csri_1_2d,csri,,text,"another doctor",,,integer,,,,"[csri_1(3)] = '1'",y,,,,,
csri_1_2e,csri,,text,"practice nurse",,,integer,,,,"[csri_1(4)] = '1'",y,,,,,
csri_1_2f,csri,,text,pharmacist,,,integer,,,,"[csri_1(5)] = '1'",y,,,,,
csri_1_2g,csri,,text,psychologist/therapist,,,integer,,,,"[csri_1(6)] = '1'",y,,,,,
csri_1_2h,csri,,text,physiotherapist,,,integer,,,,"[csri_1(7)] = '1'",y,,,,,
csri_1_2i,csri,,text,"social worker",,,integer,,,,"[csri_1(8)] = '1'",y,,,,,
csri_1_2j,csri,,text,"community mental health worker",,,integer,,,,"[csri_1(9)] = '1'",y,,,,,
csri_1_2k,csri,,text,acupuncturist,,,integer,,,,"[csri_1(10)] = '1'",y,,,,,
csri_1_2l,csri,,text,osteopath,,,integer,,,,"[csri_1(11)] = '1'",y,,,,,
csri_1_2m,csri,,text,homeopath/herbalist,,,integer,,,,"[csri_1(12)] = '1'",y,,,,,
csri_1_2n,csri,,text,"occupational therapist",,,integer,,,,"[csri_1(13)] = '1'",y,,,,,
